DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2010-0269-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Netrakona district (Dhaka province), Kurigram, Gaibandha, Lalmonirhat districts (Rangpur province), Sylhet province",,,No,No,No,,,Km2,,,Kushiyara river,2010,6,24,2010,6,24,,,75000,,75000,,,,,,,71.5635955751889,"[{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""}]",2010-07-12,2023-09-25
2010-0276-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",Monsoonal rains,,No,No,No,,147437,Km2,30.18,74.77,,2010,7,5,2010,7,15,53,,,400000,400000,,,,,447000,624619,71.5635955751889,"[{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm2_code"":17654,""adm2_name"":""Ambala""},{""adm2_code"":17661,""adm2_name"":""Kurukshetra""}]",2011-03-15,2023-09-25
2010-0282-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"Uchosht village (Chitral district, North-West Frontier province)",Torrential rain,,No,No,No,,9326,Km2,36.03,72.08,,2010,6,22,2010,6,24,46,,,,,,,,,,,71.5635955751889,"[{""adm2_code"":40334,""adm2_name"":""Chitral District""}]",2010-07-15,2023-09-25
2010-0283-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:TC-2010-000097,,IND,India,Southern Asia,Asia,Andhra Pradesh province,,,No,No,No,,63170,Km2,15.22,79.48,,2010,5,18,2010,5,24,27,,50000,,50000,,,,,,,71.5635955751889,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2010-07-15,2023-09-25
2010-0293-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PAK,Pakistan,Southern Asia,Asia,Barkhan district (Balochistan province),Monsoonal rain,,No,No,No,,14180,Km2,30.51,66.95,,2010,7,21,2010,7,23,60,,4000,,4000,,,,,,,71.5635955751889,"[{""adm2_code"":40290,""adm2_name"":""Barkhan District""}]",2010-07-28,2023-09-25
2010-0321-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Delhi province,Heavy rains,,No,No,No,,,Km2,,,,2010,7,13,2010,7,13,11,,,,,,,,,,,71.5635955751889,"[{""adm1_code"":1489,""adm1_name"":""Delhi""}]",2010-07-27,2023-09-25
2010-0333-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Sunsari area (Koshi district, Eastern province), Rupandehi area (Lumbini district, Western province), Jhapa, Ilam areas (Mechi district, Eastern province), Rautahat area (Narayani district, Central province), Siraha area (Sagarmatha district, Eastern province), Parbat area (Dhawalagiri district, Western province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,132600,Km2,28.35,84.78,,2010,7,25,2010,7,25,12,,,,,,,,,,,71.5635955751889,"[{""adm2_code"":22353,""adm2_name"":""Narayani""},{""adm2_code"":22354,""adm2_name"":""Koshi""},{""adm2_code"":22355,""adm2_name"":""Mechi""},{""adm2_code"":22356,""adm2_name"":""Sagarmatha""},{""adm2_code"":22362,""adm2_name"":""Dhawalagiri""},{""adm2_code"":22364,""adm2_name"":""Lumbini""}]",2010-07-28,2023-09-25
2010-0341-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2010-000141,,PAK,Pakistan,Southern Asia,Asia,"Barkhan, Bolan, Kohlu, Nasirabad, Sibi districts (Balochistan province), Mohmand Agency, Khyber Agency (Federally Administered Tribal Areas), Bannu, Batagram, Charsadda, D. I. Khan, Kohat, Kohistan, Lakki Marwat, Lower Dir, Mansehra, Nowshera, Peshawar, Shangla, Swat, Tank districts (North-West Frontier province), Khushab, Layyah, Mianwali, Muzaffargarh, Rajanpur districts (Punjab province), Bagh, Gilgit-Baltistan, Mirpur, Muzaffarabad districts (Jammu and Kashmir province), Sindh province",Monsoonal rain,,Yes,Yes,No,2653281,160000,Km2,,,,2010,7,28,2010,8,7,1985,2946,20356550,,20359496,,,100000,139736,9500000,13274906,71.5635955751889,"[{""adm1_code"":2277,""adm1_name"":""Sindh""},{""adm2_code"":23621,""adm2_name"":""Kohlu District""},{""adm2_code"":40290,""adm2_name"":""Barkhan District""},{""adm2_code"":40291,""adm2_name"":""Bolan District""},{""adm2_code"":40308,""adm2_name"":""Nasirabad District""},{""adm2_code"":40312,""adm2_name"":""Sibi District""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""},{""adm2_code"":23634,""adm2_name"":""Mohmand Agency""},{""adm2_code"":23640,""adm2_name"":""Bannu District""},{""adm2_code"":23642,""adm2_name"":""D. I. Khan District""},{""adm2_code"":40331,""adm2_name"":""Batagram District""},{""adm2_code"":40333,""adm2_name"":""Charsadda District""},{""adm2_code"":40339,""adm2_name"":""Kohat District""},{""adm2_code"":40340,""adm2_name"":""Kohistan District""},{""adm2_code"":40341,""adm2_name"":""Lakki Marwat District""},{""adm2_code"":40342,""adm2_name"":""Lower Dir District""},{""adm2_code"":40344,""adm2_name"":""Mansehra District""},{""adm2_code"":40346,""adm2_name"":""Nowshera District""},{""adm2_code"":40347,""adm2_name"":""Peshawar District""},{""adm2_code"":40348,""adm2_name"":""Shangla District""},{""adm2_code"":40350,""adm2_name"":""Swat District""},{""adm2_code"":40351,""adm2_name"":""Tank District""},{""adm2_code"":23665,""adm2_name"":""Khushab District""},{""adm2_code"":23667,""adm2_name"":""Layyah District""},{""adm2_code"":23668,""adm2_name"":""Mianwali District""},{""adm2_code"":23670,""adm2_name"":""Muzaffargarh District""},{""adm2_code"":23673,""adm2_name"":""Rajanpur District""},{""adm2_code"":40410,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40413,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40414,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40421,""adm2_name"":""Administrative unit not available""}]",2014-07-28,2023-09-25
2010-0367-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,"Kapisa, Nangarhar, Laghman, Kunar, Logar, Ghazni provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,176799,Km2,35.21,68.85,,2010,7,27,2010,8,3,65,,5000,,5000,,,,,,,71.5635955751889,"[{""adm1_code"":279,""adm1_name"":""Ghazni""},{""adm1_code"":286,""adm1_name"":""Kapisa""},{""adm1_code"":288,""adm1_name"":""Kunar""},{""adm1_code"":290,""adm1_name"":""Laghman""},{""adm1_code"":291,""adm1_name"":""Logar""},{""adm1_code"":292,""adm1_name"":""Nangarhar""}]",2011-01-07,2023-09-25
2010-0373-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,,145000,Km2,33.53,76.12,,2010,8,6,2010,8,8,196,225,12500,,12725,,,,,,,71.5635955751889,"[{""adm2_code"":72785,""adm2_name"":""Administrative unit not available""}]",2014-07-28,2023-09-25
2010-0416-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Lakhimpur district (Assam province),Monsoonal rain,,No,No,No,,12555,Km2,26.235,92.25,Singora,2010,9,5,2010,9,17,,,30000,,30000,,,,,,,71.5635955751889,"[{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",2011-01-10,2023-09-25
2010-0452-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Sankhuwasabha, Morang, Sunsari areas (Koshi district, Eastern province), Taplegunj, Ilam, Jahpa areas (Mechi district, Eastern province), Udayapur, Saptari areas (Sagarmatha district, Eastern province), Dhading area (Bagmati district, Central province), Sindhuli, Dolakha, Dhanusha, Sarlahi areas (Janakpur district, Central province), Chitwan, Makwanpur, Rautahat, Parsa areas (Narayani district, Central province), Syangja, Kaski, Tanahu areas (Gandaki district, Western province), Baglung, Parbat, Myagdi areas (Dhawalagiri district, Western province), Gulmi, Nawalparasi areas (Lumbini district, Western province), Rukum, Dang, Pyuthan areas (Rapti district, Mid Western province), Bardiya, Banke, Jajarkot, Dailekh areas (Bheri district, Mid Western province), Kalikot, Dolpa areas (Karnali district, Mid Western province), Bajura, Achham, Kailali areas (Seti district, Far Western province), Kanchanpur, Dadeldhura areas (Mahakali district, Far Western province)",Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Lohandra river,2010,8,21,2010,8,24,138,,8000,,8000,,,,,,,71.5635955751889,"[{""adm2_code"":22351,""adm2_name"":""Bagmati""},{""adm2_code"":22352,""adm2_name"":""Janakpur""},{""adm2_code"":22353,""adm2_name"":""Narayani""},{""adm2_code"":22354,""adm2_name"":""Koshi""},{""adm2_code"":22355,""adm2_name"":""Mechi""},{""adm2_code"":22356,""adm2_name"":""Sagarmatha""},{""adm2_code"":22357,""adm2_name"":""Mahakali""},{""adm2_code"":22358,""adm2_name"":""Seti""},{""adm2_code"":22359,""adm2_name"":""Karnali""},{""adm2_code"":22360,""adm2_name"":""Rapti""},{""adm2_code"":22361,""adm2_name"":""Bheri""},{""adm2_code"":22362,""adm2_name"":""Dhawalagiri""},{""adm2_code"":22363,""adm2_name"":""Gandaki""},{""adm2_code"":22364,""adm2_name"":""Lumbini""}]",2011-03-15,2023-09-25
2010-0492-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,38537,Km2,26.73,82.84,,2010,9,18,2010,9,30,200,,3267183,,3267183,,,,,1680000,2347562,71.5635955751889,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":70280,""adm2_name"":""Almora""},{""adm2_code"":70285,""adm2_name"":""Naini Tal""}]",2010-10-06,2023-09-25
2010-0493-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Punjab, Haryana, Uttar Pradesh provinces",Monsoonal rains,,No,No,No,,10843,Km2,25.965,76.05,Ganges,2010,9,9,2010,9,9,,,12500,,12500,,,,,,,71.5635955751889,"[{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2010-10-06,2023-09-25
2010-0583-LKA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,LKA,Sri Lanka,Southern Asia,Asia,"Matara district (Southern province), Kegalle district (Sabaragamuwa province), Western province",Monsoon rain,,No,No,No,,11880,Km2,7.275,80.3,,2010,11,10,2010,12,11,7,10,164183,,164193,,,,,,,71.5635955751889,"[{""adm1_code"":2744,""adm1_name"":""Western""},{""adm2_code"":25844,""adm2_name"":""Kegalle""},{""adm2_code"":25848,""adm2_name"":""Matara""}]",2011-01-04,2023-09-25
2010-0629-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",Monsoonal rain,,No,No,No,,57474,Km2,9.88,78.47,,2010,11,15,2010,12,7,203,,,,,,,,,22000,30742,71.5635955751889,"[{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17876,""adm2_name"":""Pudukkottai""},{""adm2_code"":17878,""adm2_name"":""Ramanathapuram""},{""adm2_code"":17881,""adm2_name"":""Thanjavur""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""},{""adm2_code"":70242,""adm2_name"":""Chennai""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""},{""adm2_code"":70247,""adm2_name"":""Nagapattinam""},{""adm2_code"":70251,""adm2_name"":""Thiruvallur""},{""adm2_code"":70255,""adm2_name"":""Villupuram""}]",2011-01-06,2023-09-25
2010-0676-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Cox's Bazar, Feni, Lakshmipur, Noakhali districts (Chittagong province), Bagerhat, Khulna, Satkhira districts (Khulna province), Barisal province",Heavy rains and storms,,No,No,No,,29265,Km2,24.21,91.03,,2010,10,1,2010,10,12,15,,500000,,500000,,,,,,,71.5635955751889,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5773,""adm2_name"":""Feni""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5776,""adm2_name"":""Noakhali""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",2011-01-10,2023-09-25
2011-0024-LKA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,LKA,Sri Lanka,Southern Asia,Asia,"Vavuniya district (Northern province), Central, Eastern, North Central, Sabaragamuwa, Uva provinces",Monsoon rain,"Slide (land, mud, snow, rock)",Yes,Yes,No,36056,22133,Km2,7.603,81.25,,2011,1,5,2011,1,18,47,51,,1060273,1060324,,,,,200000,270919,73.822750859736,"[{""adm1_code"":2736,""adm1_name"":""Central""},{""adm1_code"":2737,""adm1_name"":""Eastern""},{""adm1_code"":2738,""adm1_name"":""North Central""},{""adm1_code"":2741,""adm1_name"":""Sabaragamuwa""},{""adm1_code"":2743,""adm1_name"":""Uva""},{""adm2_code"":25843,""adm2_name"":""Vavuniya""}]",2014-07-28,2023-09-25
2011-0042-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AFG,Afghanistan,Southern Asia,Asia,Hirat province,Snowmelt,,No,No,No,,63337,Km2,35.0754,63.99,,2011,2,10,2011,2,16,25,65,3000,,3065,,,,,,,73.822750859736,"[{""adm1_code"":282,""adm1_name"":""Hirat""}]",2011-03-01,2023-09-25
2011-0049-LKA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000253,,LKA,Sri Lanka,Southern Asia,Asia,"Central, Northern, North Central, Eastern, Uva provinces ",Monsoonal rains,,No,No,No,,19891,Km2,8.513,80.53,,2011,2,1,2011,2,10,18,,225000,,225000,,,,,300000,406379,73.822750859736,"[{""adm1_code"":2736,""adm1_name"":""Central""},{""adm1_code"":2737,""adm1_name"":""Eastern""},{""adm1_code"":2738,""adm1_name"":""North Central""},{""adm1_code"":2740,""adm1_name"":""Northern""},{""adm1_code"":2743,""adm1_name"":""Uva""}]",2012-01-09,2023-09-25
2011-0215-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Accham area (Seti district, Far Western province)",Monsoonal rain,,No,No,No,,46388,Km2,28.9081,82.28,,2011,7,2,2011,7,19,15,,,,,,,,,,,73.822750859736,"[{""adm2_code"":22358,""adm2_name"":""Seti""}]",2011-07-20,2023-09-25
2011-0262-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2011-000093,,BGD,Bangladesh,Southern Asia,Asia,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",Continuous torrential rain combined with monsoonal depression,,No,No,No,9243,19191,Km2,22.564,89.05,,2011,7,21,2011,7,29,10,,1570559,,1570559,,,,,,,73.822750859736,"[{""adm2_code"":5767,""adm2_name"":""Bandarban""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5785,""adm2_name"":""Manikganj""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5793,""adm2_name"":""Sherpur""},{""adm2_code"":5795,""adm2_name"":""Bagerhat""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5800,""adm2_name"":""Kushtia""},{""adm2_code"":5803,""adm2_name"":""Narail""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2011-11-07,2023-09-25
2011-0317-NPL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NPL,Nepal,Southern Asia,Asia,"Mid Western, Far Western, Central, Eastern provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2011,6,,2011,7,,89,32,1826,,1858,,,,,,,73.822750859736,"[{""adm1_code"":2152,""adm1_name"":""Central""},{""adm1_code"":2153,""adm1_name"":""Eastern""},{""adm1_code"":2154,""adm1_name"":""Far Western""},{""adm1_code"":2155,""adm1_name"":""Mid Western""}]",2012-01-05,2023-09-25
2011-0327-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,West Bengal province,Mosnoonal rains,,No,No,No,,28684,Km2,22.306,88.34,,2011,8,10,2011,9,13,47,,700000,,700000,,,,,275000,372514,73.822750859736,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""}]",2011-11-07,2023-09-25
2011-0347-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"Badin, Dadu, Ghotki, Hyderabad, Jacobabad, Karachi Central, Karachi East, Karachi South, Karachi West, Khaipur, Larkana, Malir, Mirpur Khas, Naushahro Feroze, Nawabshah, Sanghar, Shikarpur, Sukkur, Tharparkar, Thatta, Umer Kot districts (Sindh province)",Monsoon rains,,Yes,Yes,No,263540,32667,Km2,25.012,69.07,,2011,8,12,2011,11,1,509,755,5400000,,5400755,,,,,2500000,3386490,73.822750859736,"[{""adm2_code"":23681,""adm2_name"":""Badin District""},{""adm2_code"":23682,""adm2_name"":""Dadu District""},{""adm2_code"":23683,""adm2_name"":""Hyderabad District""},{""adm2_code"":23684,""adm2_name"":""Jacobabad District""},{""adm2_code"":23686,""adm2_name"":""Khairpur District""},{""adm2_code"":23687,""adm2_name"":""Larkana District""},{""adm2_code"":23689,""adm2_name"":""Sanghar District""},{""adm2_code"":23690,""adm2_name"":""Shikarpur District""},{""adm2_code"":23693,""adm2_name"":""Thatta District""},{""adm2_code"":40389,""adm2_name"":""Ghotki District""},{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""},{""adm2_code"":40398,""adm2_name"":""Malir District""},{""adm2_code"":40399,""adm2_name"":""Mirpur Khas District""},{""adm2_code"":40400,""adm2_name"":""Naushahro Feroze District""},{""adm2_code"":40401,""adm2_name"":""Nawabshah District""},{""adm2_code"":40404,""adm2_name"":""Sukkur District""},{""adm2_code"":40405,""adm2_name"":""Tharparkar District""},{""adm2_code"":40407,""adm2_name"":""Umer Kot District""}]",2014-07-28,2023-09-25
2011-0371-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000138,,IND,India,Southern Asia,Asia,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",Monsoonal rains,,Yes,No,No,,27751,Km2,20.651,86,,2011,9,23,2011,10,23,239,,3443989,,3443989,,,,,930000,1259774,73.822750859736,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17810,""adm2_name"":""Dhenkanal""},{""adm2_code"":17816,""adm2_name"":""Mayurbhanj""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":17819,""adm2_name"":""Sambalpur""},{""adm2_code"":70206,""adm2_name"":""Angul""},{""adm2_code"":70207,""adm2_name"":""Baleshwar""},{""adm2_code"":70208,""adm2_name"":""Baragarh""},{""adm2_code"":70209,""adm2_name"":""Bhadrak""},{""adm2_code"":70211,""adm2_name"":""Boudh""},{""adm2_code"":70212,""adm2_name"":""Deogarh""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70216,""adm2_name"":""Jharsuguda""},{""adm2_code"":70218,""adm2_name"":""Kendrapara""},{""adm2_code"":70219,""adm2_name"":""Khordha""},{""adm2_code"":70222,""adm2_name"":""Nayagarh""},{""adm2_code"":70223,""adm2_name"":""Nuapada""}]",2014-07-28,2023-09-25
2011-0422-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",Monsoonal rain,,No,No,No,,50117,Km2,26.59,92.18,,2011,8,15,2011,9,8,7,,11000,,11000,,,,,,,73.822750859736,"[{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":17793,""adm2_name"":""East Garo Hills""},{""adm2_code"":17796,""adm2_name"":""West Garo Hills""},{""adm2_code"":70198,""adm2_name"":""South Garo Hills""}]",2011-11-07,2023-09-25
